60 1 120 120 61
60 2 179 174 93
60 3 237 198 91
60 4 294 256 211
60 5 350 248 162
60 6 405 263 266
60 7 459 333 253
60 8 512 372 223
60 9 559 382 250
60 10 615 426 350
60 11 658 355 294
60 12 711 451 307
60 13 762 403 327
60 14 809 480 309
60 15 855 648 328
60 16 900 558 334
60 17 944 597 376
60 18 987 709 420
60 19 1029 714 469
60 20 1070 734 412
60 21 1110 781 384
60 22 1118 664 387
60 23 1180 895 430
60 24 1224 804 423
60 25 1254 723 416
60 26 1269 791 451
60 27 1273 795 425
60 28 1343 1001 506
60 29 1394 971 478
60 30 1425 1021 426
60 31 1425 952 461
60 32 1484 1117 501
60 33 1455 996 489
60 34 1539 1058 487
60 35 1561 1047 478
60 36 1509 1016 460
60 37 1549 1230 487
60 38 1637 1177 470
60 39 1659 1292 499
60 40 1619 1248 490
60 41 1597 1245 505
60 42 1703 1467 524
60 43 1695 1418 510
60 44 1724 1454 530
60 45 1678 1253 477
60 46 1743 1396 481
60 47 1799 1547 521
60 48 1727 1458 478
60 49 1562 1282 477
60 50 1794 1636 527
60 51 1813 1545 493
60 52 1740 1572 532
60 53 1824 1536 331
60 54 1780 1541 433
60 55 1504 1311 328
60 56 1440 1375 543
60 57 1750 1644 470
60 58 505 467 394
60 59 1023 972 256
60 60 0 0 0
