70 1 140 140 71
70 2 209 194 73
70 3 277 235 103
70 4 344 292 231
70 5 410 343 179
70 6 475 360 296
70 7 539 338 210
70 8 599 461 336
70 9 664 498 272
70 10 725 512 319
70 11 785 488 323
70 12 844 453 320
70 13 902 670 353
70 14 959 657 452
70 15 1008 685 428
70 16 1053 749 417
70 17 1124 636 403
70 18 1177 959 514
70 19 1229 863 452
70 20 1280 825 507
70 21 1330 837 461
70 22 1379 843 482
70 23 1427 851 471
70 24 1474 1106 533
70 25 1502 1002 559
70 26 1565 1088 505
70 27 1588 1020 588
70 28 1624 1096 523
70 29 1694 1181 541
70 30 1691 1185 584
70 31 1747 1205 578
70 32 1814 1153 465
70 33 1852 1226 557
70 34 1814 1243 538
70 35 1925 1395 577
70 36 1920 1303 560
70 37 1964 1527 618
70 38 2027 1315 575
70 39 2059 1517 595
70 40 2054 1443 617
70 41 2120 1584 613
70 42 2120 1671 624
70 43 2144 1589 607
70 44 2204 1529 607
70 45 2230 1681 608
70 46 2218 1773 654
70 47 2182 1713 644
70 48 2302 1781 639
70 49 2166 1695 590
70 50 2345 1911 671
70 51 2365 1968 659
70 52 2225 1716 534
70 53 2339 1855 634
70 54 2220 1754 644
70 55 2352 1988 625
70 56 2341 2052 688
70 57 2321 1959 612
70 58 2283 1989 590
70 59 2440 2144 652
70 60 2455 2198 656
70 61 2381 1974 575
70 62 2357 2090 680
70 63 2527 2362 599
70 64 2444 2226 665
70 65 1967 1783 437
70 66 1376 1273 658
70 67 1772 1624 164
70 68 1080 1030 312
70 69 580 481 106
70 70 0 0 0
