90 1 180 180 91
90 2 269 261 129
90 3 357 315 175
90 4 444 257 163
90 5 530 393 254
90 6 615 531 357
90 7 693 490 386
90 8 782 534 377
90 9 864 482 404
90 10 945 578 386
90 11 1025 710 406
90 12 1104 747 551
90 13 1182 749 502
90 14 1259 730 439
90 15 1324 751 533
90 16 1394 809 465
90 17 1484 844 603
90 18 1557 849 472
90 19 1629 777 498
90 20 1700 1217 652
90 21 1770 1197 689
90 22 1839 830 531
90 23 1907 1214 630
90 24 1974 1419 691
90 25 2040 1332 663
90 26 2105 1338 676
90 27 2169 1612 761
90 28 2226 1471 711
90 29 2294 1453 733
90 30 2355 1314 726
90 31 2410 1487 728
90 32 2418 1642 756
90 33 2499 1427 725
90 34 2589 1632 723
90 35 2636 1686 793
90 36 2700 1784 787
90 37 2754 1917 762
90 38 2807 2045 747
90 39 2859 1948 791
90 40 2910 2203 804
90 41 2960 2135 867
90 42 2971 1874 808
90 43 3057 2044 802
90 44 2955 2002 737
90 45 3150 2194 824
90 46 2998 2057 826
90 47 3239 2218 818
90 48 3215 2246 849
90 49 3324 2175 857
90 50 3365 2530 909
90 51 3356 2273 859
90 52 3309 2279 818
90 53 3408 2484 846
90 54 3519 2581 864
90 55 3555 2796 855
90 56 3590 2779 861
90 57 3624 2687 874
90 58 3657 2739 902
90 59 3609 2866 924
90 60 3720 2725 873
90 61 3578 2804 909
90 62 3764 2794 894
90 63 3807 3185 960
90 64 3834 3125 909
90 65 3730 2872 875
90 66 3885 3096 917
90 67 3796 3135 925
90 68 3932 3278 956
90 69 3954 3082 915
90 70 3954 3145 917
90 71 3799 3149 936
90 72 3964 3343 892
90 73 3912 3354 950
90 74 4049 3624 917
90 75 3882 3329 912
90 76 3849 3296 924
90 77 3695 3214 773
90 78 4010 3324 720
90 79 4001 3433 955
90 80 3795 3527 842
90 81 4017 3597 878
90 82 4149 3960 916
90 83 3030 2408 937
90 84 3845 3663 786
90 85 2789 2566 867
90 86 3680 3677 939
90 87 3482 3300 826
90 88 2060 1860 504
90 89 3811 3727 896
90 90 0 0 0
