80 1 160 160 81
80 2 239 235 149
80 3 317 248 207
80 4 394 261 117
80 5 470 382 235
80 6 545 375 342
80 7 619 357 298
80 8 692 412 317
80 9 764 378 311
80 10 835 589 400
80 11 905 518 446
80 12 974 577 482
80 13 1042 614 512
80 14 1109 650 399
80 15 1175 657 465
80 16 1240 827 449
80 17 1304 925 423
80 18 1367 798 470
80 19 1429 741 484
80 20 1490 890 550
80 21 1550 967 534
80 22 1609 992 595
80 23 1646 965 521
80 24 1724 1003 591
80 25 1757 1129 599
80 26 1829 1179 594
80 27 1876 1235 614
80 28 1942 1261 674
80 29 1990 1316 671
80 30 2014 1276 603
80 31 2079 1283 594
80 32 2141 1430 622
80 33 2186 1271 615
80 34 2239 1525 683
80 35 2285 1538 678
80 36 2299 1466 688
80 37 2338 1587 671
80 38 2417 1790 708
80 39 2459 1512 635
80 40 2500 1735 706
80 41 2538 1884 697
80 42 2544 1511 665
80 43 2617 1899 721
80 44 2654 1890 707
80 45 2690 1794 702
80 46 2725 2059 720
80 47 2702 2044 749
80 48 2792 2183 756
80 49 2701 2138 766
80 50 2855 2265 798
80 51 2866 2128 759
80 52 2914 2011 689
80 53 2942 2143 740
80 54 2969 2317 746
80 55 2995 2563 793
80 56 2973 2307 741
80 57 3044 2437 760
80 58 3067 2310 750
80 59 3017 2469 793
80 60 3110 2418 760
80 61 3022 2317 797
80 62 3149 2740 827
80 63 3127 2658 812
80 64 2943 2390 781
80 65 3200 2758 767
80 66 3158 2725 790
80 67 3195 2917 802
80 68 2962 2612 795
80 69 2865 2512 770
80 70 3196 2863 783
80 71 3213 2719 726
80 72 3284 2972 658
80 73 2681 2638 791
80 74 3096 2970 777
80 75 3305 3187 799
80 76 2643 2569 771
80 77 3231 3032 264
80 78 215 222 709
80 79 3015 3031 72
80 80 0 0 0
