100 1 200 200 101
100 2 299 231 149
100 3 397 258 153
100 4 494 364 279
100 5 590 503 307
100 6 685 480 243
100 7 779 508 489
100 8 872 652 434
100 9 964 777 379
100 10 1042 745 401
100 11 1145 815 518
100 12 1234 745 604
100 13 1322 894 610
100 14 1409 951 647
100 15 1482 952 589
100 16 1580 979 648
100 17 1664 1217 620
100 18 1747 1084 621
100 19 1829 1087 596
100 20 1910 1175 668
100 21 1978 1011 612
100 22 2067 1006 579
100 23 2138 1180 571
100 24 2198 1416 747
100 25 2281 1524 781
100 26 2355 1478 767
100 27 2449 1724 768
100 28 2522 1643 818
100 29 2594 1539 763
100 30 2665 1719 894
100 31 2735 1659 816
100 32 2773 1647 793
100 33 2809 1683 855
100 34 2939 1797 824
100 35 3005 1971 828
100 36 3070 1982 845
100 37 3130 1847 839
100 38 3197 2133 868
100 39 3259 1947 845
100 40 3320 2272 940
100 41 3354 2168 852
100 42 3380 2218 910
100 43 3497 2382 938
100 44 3554 2284 910
100 45 3610 2500 873
100 46 3593 2445 924
100 47 3719 2492 898
100 48 3772 2304 913
100 49 3810 2544 949
100 50 3875 2606 1001
100 51 3890 2769 1029
100 52 3952 2552 888
100 53 3882 2599 972
100 54 4069 2609 974
100 55 4023 2860 998
100 56 4160 2870 1009
100 57 4196 2681 946
100 58 4247 3230 1053
100 59 4033 2766 1048
100 60 4290 2904 1003
100 61 4293 3136 1024
100 62 4389 3093 984
100 63 4321 3122 978
100 64 4484 3260 1018
100 65 4364 3237 1000
100 66 4552 3372 989
100 67 4501 3411 999
100 68 4622 3375 934
100 69 4587 3454 1004
100 70 4407 3413 1011
100 71 4437 3419 1018
100 72 4710 3534 932
100 73 4717 3729 1022
100 74 4591 3636 1109
100 75 4825 3814 1021
100 76 4232 3086 1037
100 77 4177 3274 855
100 78 4871 4031 1053
100 79 4331 3158 1007
100 80 4779 4117 1066
100 81 4934 4175 1021
100 82 4979 4279 1046
100 83 4997 4269 957
100 84 4947 4336 1064
100 85 4716 3949 1056
100 86 4825 4177 1033
100 87 5059 4499 1100
100 88 4512 3962 1044
100 89 4617 4280 1095
100 90 4538 3879 1075
100 91 4475 4374 938
100 92 4948 4639 1091
100 93 4971 4518 1080
100 94 4454 4103 640
100 95 4625 4142 700
100 96 5140 4925 603
100 97 5144 4956 647
100 98 3048 2953 1115
100 99 5011 5037 1032
100 100 0 0 0
