30 1 60 60 31
30 2 89 74 43
30 3 117 93 51
30 4 144 101 75
30 5 170 133 103
30 6 195 114 96
30 7 219 159 131
30 8 242 174 158
30 9 264 183 134
30 10 285 202 141
30 11 301 220 139
30 12 296 195 151
30 13 342 233 164
30 14 359 289 177
30 15 375 261 147
30 16 353 232 158
30 17 382 298 160
30 18 376 289 179
30 19 429 304 167
30 20 417 291 141
30 21 430 385 203
30 22 410 358 188
30 23 451 392 194
30 24 474 444 205
30 25 400 350 178
30 26 455 387 129
30 27 377 359 119
30 28 492 455 100
30 29 357 388 142
30 30 0 0 0
