40 1 80 80 41
40 2 119 108 63
40 3 157 132 73
40 4 194 148 120
40 5 230 164 117
40 6 265 185 158
40 7 293 188 165
40 8 332 243 190
40 9 364 294 208
40 10 395 242 191
40 11 403 296 191
40 12 447 318 242
40 13 451 277 198
40 14 482 354 248
40 15 535 409 246
40 16 560 407 221
40 17 547 406 237
40 18 591 479 229
40 19 616 434 258
40 20 629 419 234
40 21 655 432 253
40 22 689 547 284
40 23 707 508 239
40 24 642 414 240
40 25 740 612 275
40 26 727 525 237
40 27 704 535 281
40 28 768 590 285
40 29 617 497 251
40 30 805 675 297
40 31 815 697 290
40 32 824 750 306
40 33 600 613 291
40 34 729 664 289
40 35 617 548 289
40 36 812 769 271
40 37 645 566 267
40 38 786 710 260
40 39 559 588 221
40 40 0 0 0
